name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
ZX 1K Boost Shoes,FX6515,70,$100 ,USD,InStock,Black,Shoes,adidas United States,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,USA,en,3.9,515
ZX 1K Boost Shoes,H00428,77,$110 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,5,1
ZX 1K Boost Shoes,H02937,70,$100 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,77
ZX 1K Boost Shoes,H02936,70,$100 ,USD,InStock,Pink,Shoes,adidas United States,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,77
Grand Court Shoes,H02554,52,$65 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,Tennis shoe style reached a pinnacle in the 1970s and has never looked back. Bring some heritage vibes to your daily-wear wardrobe with these adidas shoes. Coated leather is durable with a premium finish. The rubber outsole completes the throwback look. Star Wars™ graphics add a unique touch.,adidas,USA,en,4.7,838
Marathon 20 Shorts,GK5265,21,$26 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Meet the workhorse of workout wear. Soft and breathable, these adidas running shorts are sporty and super comfortable. AEROREADY helps keep moisture off your skin and your mind on your run. Now you're ready for anything.",adidas,USA,en,4.8,349
ZX 1K Boost Shoes,GZ9173,70,$100 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,77
Multix Shoes,H04498,56,$80 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.),,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,350
X9000L3 Shoes,S23688,96,$120 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"Your avatar might wear futuristic shoes like these, but you can wear them in real life. Made for short to mid-distance runs, these adidas running shoes have a sculpted Jetboost midsole that returns energy and adds stability. ,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",adidas,USA,en,4.3,8
Marathon 20 Shorts,H31065,27,$30 ,USD,InStock,Red,Clothing,adidas United States,Women/Clothing,"Meet the workhorse of workout wear. Soft and breathable, these adidas running shorts are sporty and super comfortable. AEROREADY helps keep moisture off your skin and your mind on your run. Now you're ready for anything.",adidas,USA,en,4.8,349
Multix Shoes,H02975,56,$80 ,USD,InStock,Yellow,Shoes,adidas United States,Women/Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.),,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,350
LOUNGEWEAR Adicolor Essentials Tee,H06648,20,$25 ,USD,InStock,Green,Clothing,adidas United States,Women/Clothing,"The limits of this adidas t-shirt are essentially non-existent. Which is perfect, since boundaries aren't really your thing. The loose shape lets you keep things casual should you choose, but the solid color means it's total playtime whenever you want to clash it with some in-your-face prints. Balance, you know?,,Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,en,4.6,344
Ultralight Allover Graphic Crew Performance Socks,GH7532,13,$18 ,USD,InStock,White,Accessories,adidas United States,Training/Accessories,"Not all socks are created equal. These adidas crew socks are built for tough training sessions. Sleek and lightweight, they hug your foot like a second skin. AEROREADY wicks moisture, so you stay dry from first rep to last. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.6,62
Ultimate365 Core 8.5-Inch Shorts,GM0307,46,$65 ,USD,InStock,Yellow,Clothing,adidas United States,Men/Clothing,"Pull on these adidas golf shorts to keep your cool through warm weather rounds. Their lightweight, breathable fabric delivers dependable comfort on the links. A water-resistant coating sheds damp weather with ease.",adidas,USA,en,4.8,387
Adicolor Classics 3-Stripes Crew Sweatshirt,H06672,48,$60 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,"The temperature dropped, but that doesn't mean your style has to dip too. Thanks to the heavyweight French terry build and iconic 3-Stripes, this adidas sweatshirt keeps you feeling cozy and looking fresh at the same time. ,,Our cotton products support sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.8,214
AEROREADY Designed 2 Move Sport Stretch Tee,H13911,20,$25 ,USD,InStock,Green,Clothing,adidas United States,Men/Clothing,"When it comes to versatility, nothing holds a candle to your favorite t-shirt. Move through your busy day feeling comfortable and ready for anything in the laid-back style of this adidas tee.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.7,293
4ATHLTS ID Duffel Bag Small,GL0880,28,$40 ,USD,InStock,Black,Accessories,adidas United States,Training/Accessories,"Sneak in a jog on your way to the gym with this adidas lightweight duffel bag on your back. The adjustable carry straps let you wear it two ways. When you're headed out for a weekend jaunt, switch it up again and get ready for adventure.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.8,14
LOUNGEWEAR Essentials Logo Fleece Hoodie,H07890,40,$50 ,USD,InStock,Blue,Clothing,adidas United States,Women/Clothing,"The nice thing about a hoodie is being able to mix and match it with everything. This one from adidas is cut from a soft fleece fabric that's cozy enough to wear every day. Pair it with jeans, or keep it mellow and match it with sweats. You can't go wrong. ,,Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,en,4.4,91
Running Ultralight Crew Performance Socks,GU6982,12,$15 ,USD,InStock,Green,Accessories,adidas United States,Training/Accessories,"Mile after mile, these adidas running socks stay in place and keep you dry. AEROREADY is thin for a sleek feel. It hugs your foot securely like a second skin.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.9,273
Running Ultralight Crew Performance Socks,GI7670,13,$18 ,USD,InStock,White,Accessories,adidas United States,Training/Accessories,"Mile after mile, these adidas running socks stay in place and keep you dry. AEROREADY is thin for a sleek feel. It hugs your foot securely like a second skin.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.9,273
Finale 21 20th Anniversary UCL Mini Ball,GK3479,10,$14 ,USD,InStock,White,Accessories,adidas United States,Men/Accessories,Celebrate two decades of star-studded soccer with this adidas Finale 21 Mini Ball. It's decorated with panel designs from every UCL Finale ball since it made its debut in Europe's top tournament. The seamless laminated surface and foam core mean you can show off your sparkling skills without stopping to pump it up.,adidas,USA,en,4.8,60
